Product_ID,Product_Name,Brand,Model,Category,Market_Price,Purchase_Amount,Discount_Applied,Rating,Feedback,Customer_ID,Age,Gender,City,Purchase_Date,Payment_Method,Repeat_Customer,Competitor_Name,Competitor_Model,Competitor_Price,Competitor_Rating,Promotion_Competitor,Market_Share,Competitor_Feedback,Feedback_Sentiment,Feedback_Score,Competitor_Sentiment,Competitor_Score
PRD12354,Face Cream,Nivea,Nivea Soft,Beauty,343.38,279.15,Yes,3.9,Slow delivery,a32e8de3-350c-4a5a-8693-5419a213e80f,22,Male,South Roberthaven,2024-03-01,UPI,Yes,Lakme,Absolute Argan Oil,50,3.7,No,30,Damaged item,NEGATIVE,0.9997106194496155,NEGATIVE,0.9996194839477539
PRD06302,Jacket,Levi's,Type III Sherpa Trucker,Clothing,172.33,158.59,Yes,3.6,Satisfied customer,66ac4365-225a-48cf-9650-f06f8d3ecdcd,22,Female,East Tammy,2024-09-10,Cash on Delivery,No,Nike,Windrunner,70,4.4,No,10,Durable product,POSITIVE,0.9997509121894836,POSITIVE,0.9998296499252319
PRD44276,Sofa Cover,Whirlpool,Whirlpool Cotton Sofa Slipcover,Electronics,125.91,112.42,No,3.8,Low quality,36ce3c18-1b80-4acb-b15e-aea9703e38f2,52,Male,Priceberg,2024-05-28,Debit Card,No,H&M Home,Linen Blend Cover,70,4.1,Yes,30,Battery drains fast,NEGATIVE,0.9997710585594177,NEGATIVE,0.7297149896621704
PRD15667,Face Cream,L'Oreal,Hydra Genius,Beauty,155.72,127.6,Yes,4.0,Satisfied customer,d33cccf9-8057-44a2-9cd4-3365ecb21955,59,Female,Thomasbury,2024-12-17,Debit Card,No,Olay,Regenerist,50,3.7,No,20,Packaging issue,POSITIVE,0.9997509121894836,NEGATIVE,0.9910193085670471
PRD16299,Smartwatch,Apple,Apple Watch Series 8,Electronics,108.17,87.08,No,4.6,Satisfied customer,64d36867-2c08-4856-81ef-dfad8848b89e,31,Male,Jessicafurt,2024-02-20,Credit Card,No,Fitbit,Sense 2,280,3.6,No,35,Packaging issue,POSITIVE,0.9997509121894836,NEGATIVE,0.9910193085670471
PRD20586,Smartphone,LG,LG Note Plus 12,Electronics,235.66,191.23,Yes,4.0,Low quality,3d07cac3-fa23-405b-9b77-d358497b6f3f,22,Other,Taylorland,2024-05-31,Credit Card,No,Huawei,P60 Pro,60,4.3,No,10,Damaged item,NEGATIVE,0.9997710585594177,NEGATIVE,0.9996194839477539
PRD03290,Shampoo,Nivea,2-in-1 Care Express,Beauty,484.67,389.36,No,3.7,Damaged item,77d1c5fa-0b62-4cba-904a-fc8c5176ff4f,46,Female,Lake Williambury,2024-05-06,Debit Card,No,L'Oreal,Dream Lengths,70,3.5,No,30,Usability issue,NEGATIVE,0.9996194839477539,NEGATIVE,0.8492327928543091
PRD42104,Smartwatch,Apple,Apple Watch Series 8,Electronics,63.45,60.17,No,4.5,Slow delivery,820ce816-f49a-4c71-beb6-6704f1a133a7,23,Female,Bishophaven,2025-01-03,Debit Card,No,Fitbit,Sense 2,350,3.9,Yes,35,Slow delivery,NEGATIVE,0.9997106194496155,NEGATIVE,0.9997106194496155
PRD04402,Dress,Adidas,Adidas Sportswear Dress,Electronics,70.9,60.09,Yes,3.7,Usability issue,a7b758c9-2df0-44b6-87e7-c4c24370a6dd,39,Other,Cynthiafurt,2025-01-29,Cash on Delivery,No,Mango,Ruffled Dress,80,3.7,Yes,45,Slow delivery,NEGATIVE,0.8492327928543091,NEGATIVE,0.9997106194496155
PRD10124,Curtains,Ikea,MAJGULL Blackout,Electronics,408.73,340.27,No,3.0,Battery drains fast,7f544c92-3f19-4f85-b5b5-aebb37ffd6e6,22,Male,Rodriguezville,2024-08-20,Debit Card,No,Target,Room Darkening,60,3.0,No,10,Value for money (positive),NEGATIVE,0.7297149896621704,POSITIVE,0.9998134970664978
PRD27228,Laptop,Samsung,Galaxy Book3 Pro,Electronics,404.26,369.98,No,4.4,Battery drains fast,425770c8-cd54-4754-9339-a050f05e4576,20,Male,Bassside,2024-09-01,Debit Card,No,Dell,Inspiron 15,60,4.2,Yes,30,Damaged item,NEGATIVE,0.7297149896621704,NEGATIVE,0.9996194839477539
PRD13400,Smartwatch,LG,LG Active Watch 2,Electronics,578.32,495.66,No,4.1,Battery drains fast,27f2a175-5764-473e-be21-3853b88cd5c9,29,Male,East Christopher,2024-02-16,Cash on Delivery,No,Garmin,Fenix 7,50,2.9,Yes,30,Packaging issue,NEGATIVE,0.7297149896621704,NEGATIVE,0.9910193085670471
PRD15698,Shampoo,Dove,Daily Shine,Beauty,476.08,384.27,Yes,4.1,Heating problem,52692245-6fe8-4eca-9089-92a680a6b5f4,21,Female,New Tammy,2024-09-19,UPI,No,Sunsilk,Perfect Straight,120,4.4,Yes,35,Damaged item,NEGATIVE,0.9961709380149841,NEGATIVE,0.9996194839477539
PRD19677,Smartphone,Apple,iPhone SE (3rd gen),Electronics,348.9,282.41,Yes,4.4,Value for money (positive),3321bc68-35bb-4e85-8d07-f5a0a9b0515a,32,Female,Port Michael,2024-03-16,Credit Card,Yes,OnePlus,OnePlus 11,280,3.4,No,40,Slow delivery,POSITIVE,0.9998134970664978,NEGATIVE,0.9997106194496155
PRD10391,Shampoo,Sephora,Sephora Anti-Dandruff Care,Beauty,556.06,491.52,No,4.4,Slow delivery,b07edc63-4b29-4dfd-bc7c-54b9ce73e35d,24,Female,Seanstad,2025-02-06,Credit Card,Yes,Tresemme,Botanique,70,3.6,No,30,Satisfied customer,NEGATIVE,0.9997106194496155,POSITIVE,0.9997509121894836
PRD16267,Laptop,Apple,MacBook Pro 16,Electronics,305.37,254.87,Yes,4.3,Slow delivery,8eb10a72-b256-492b-b27f-e8b3f36f5e67,32,Male,East Katelyn,2024-06-15,UPI,Yes,Lenovo,Yoga 7i,400,3.9,Yes,35,Packaging issue,NEGATIVE,0.9997106194496155,NEGATIVE,0.9910193085670471
PRD02827,Jeans,Puma,Puma Slim Fit Jeans,Electronics,520.35,425.1,No,3.5,Usability issue,cd1380ea-270e-4251-8333-c6abf438bb2b,27,Female,South Davidville,2024-02-27,UPI,No,Tommy Jeans,Ryan,70,3.5,No,20,Heating problem,NEGATIVE,0.8492327928543091,NEGATIVE,0.9961709380149841
PRD20575,Cookware,Whirlpool,Whirlpool Ceramic Cook Set,Electronics,162.01,152.36,Yes,4.0,Heating problem,f28323f1-e305-42d3-a39e-3306f9fece09,52,Female,North Ronaldtown,2024-04-09,Cash on Delivery,No,Tefal,Ingenio Set,60,3.1,No,30,Satisfied customer,NEGATIVE,0.9961709380149841,POSITIVE,0.9997509121894836
PRD08375,Sofa Cover,Ikea,KIVIK Cover,Electronics,34.51,29.2,Yes,3.7,Packaging issue,68acc637-674b-4226-b99b-0f1395ffa802,49,Other,Spencerburgh,2024-02-29,Cash on Delivery,Yes,H&M Home,Linen Blend Cover,60,3.3,Yes,30,Battery drains fast,NEGATIVE,0.9910193085670471,NEGATIVE,0.7297149896621704
PRD27513,Smartwatch,Samsung,Galaxy Watch6,Electronics,336.06,294.15,Yes,4.1,Value for money (positive),81ad073a-2e40-40e4-85ae-155522f8e3dd,26,Male,South Frank,2025-01-10,UPI,No,Apple,Watch Series 8,60,4.0,No,30,Heating problem,POSITIVE,0.9998134970664978,NEGATIVE,0.9961709380149841
PRD40581,Cookware,Whirlpool,Whirlpool Ceramic Cook Set,Electronics,428.03,376.48,No,3.5,Satisfied customer,e34dea3b-8ff8-40f9-bda6-a9f2574eedaa,21,Male,Port Phillip,2024-09-08,UPI,Yes,Hawkins,Contura,70,3.4,Yes,10,Slow delivery,POSITIVE,0.9997509121894836,NEGATIVE,0.9997106194496155
PRD30659,Curtains,Philips,Philips Blackout Curtain Set,Electronics,81.55,67.0,No,3.3,Value for money (positive),1af34d5b-3fd8-4a93-8bd2-a6b494e7b3cf,32,Male,Villarrealport,2024-06-07,Debit Card,Yes,Pottery Barn,Velvet Curtain,70,3.4,Yes,20,Value for money (positive),POSITIVE,0.9998134970664978,POSITIVE,0.9998134970664978
PRD29872,Smartwatch,LG,LG Active Watch 2,Electronics,470.02,396.1,Yes,4.6,Slow delivery,8aa24ea6-74d4-432d-84c1-9f5f42db7896,53,Other,Andrewfurt,2024-08-08,UPI,No,Fitbit,Charge 6,70,3.8,Yes,30,Satisfied customer,NEGATIVE,0.9997106194496155,POSITIVE,0.9997509121894836
PRD16324,Jeans,Puma,Puma Tapered Fit Jeans,Electronics,340.18,320.95,No,3.9,Usability issue,95a34256-8c46-4714-a405-1e3104ef4ebd,41,Male,Luismouth,2024-12-18,Credit Card,No,Levi's,511 Slim,60,3.2,No,30,Usability issue,NEGATIVE,0.8492327928543091,NEGATIVE,0.8492327928543091
PRD35543,Perfume,Dove,Purely Pampering Body Mist,Beauty,243.73,227.16,Yes,4.3,Durable product,50ce35f5-a8a7-41f9-94ec-13ea2fb6af37,32,Male,South Taylorland,2024-10-24,UPI,No,MarketBrand,Perfume Pro Series,120,4.0,Yes,30,Low quality,POSITIVE,0.9998296499252319,NEGATIVE,0.9997710585594177
PRD24902,Dress,Nike,Nike Sportswear Dress,Electronics,469.42,442.58,No,3.6,Battery drains fast,30fc946e-345e-48a1-ae73-ec55a44014e4,29,Other,Donnafurt,2024-12-13,Cash on Delivery,Yes,H&M,Linen-Blend Dress,50,3.3,No,20,Damaged item,NEGATIVE,0.7297149896621704,NEGATIVE,0.9996194839477539
PRD02994,Perfume,Nivea,Men Cool Kick Deodorant,Beauty,93.05,88.6,No,3.8,Value for money (positive),86e19f4d-5f01-4e31-901f-7ca1d9a3c0a3,29,Other,Tylerburgh,2024-11-13,Debit Card,Yes,MarketBrand,Perfume Pro Series,70,4.1,No,30,Durable product,POSITIVE,0.9998134970664978,POSITIVE,0.9998296499252319
PRD48981,Perfume,Sephora,Sephora Eau de Parfum Classic,Beauty,416.7,335.25,No,3.8,Damaged item,b2dd2b4f-1a4b-47f3-8a06-03444913e2d0,53,Female,Port Matthew,2024-11-06,UPI,Yes,MarketBrand,Perfume Pro Series,70,3.5,Yes,10,Battery drains fast,NEGATIVE,0.9996194839477539,NEGATIVE,0.7297149896621704
PRD11575,Headphones,Apple,AirPods (3rd gen),Electronics,339.6,305.29,Yes,4.3,Damaged item,b5ba039d-bf35-41ab-ad02-7133b630a3af,39,Male,Port Javier,2024-02-26,UPI,Yes,Philips,SHP9500,400,4.2,Yes,35,Value for money (positive),NEGATIVE,0.9996194839477539,POSITIVE,0.9998134970664978
PRD02089,Smartwatch,LG,LG Health Watch Pro,Electronics,206.07,181.48,Yes,4.1,Battery drains fast,e490f40a-77e6-4ead-8da8-059303f78a2a,46,Male,West Traceyhaven,2024-03-15,UPI,Yes,Amazfit,GTR 4,70,3.9,No,30,Slow delivery,NEGATIVE,0.7297149896621704,NEGATIVE,0.9997106194496155
PRD26153,Headphones,Sony,WH-1000XM5,Electronics,118.29,112.36,Yes,4.0,Durable product,9e848f0c-b251-487c-b32d-2c80ff5642fb,30,Other,East Roger,2024-08-26,Debit Card,Yes,Philips,PH805,500,3.7,No,25,Value for money (positive),POSITIVE,0.9998296499252319,POSITIVE,0.9998134970664978
PRD27736,Laptop,LG,LG UltraPC,Electronics,135.06,121.5,No,4.2,Satisfied customer,21a57a84-31b7-45fd-a6a5-727f8ed42798,55,Male,Collinsville,2024-05-30,UPI,Yes,Acer,Predator Helios,60,3.7,Yes,10,Damaged item,POSITIVE,0.9997509121894836,NEGATIVE,0.9996194839477539
PRD29095,Cookware,Panasonic,Non-Stick Cookware Set,Electronics,330.23,301.48,Yes,3.9,Packaging issue,7d9e4ad5-b32e-4466-8735-d4f3f55b6edd,47,Other,North Patriciafort,2024-06-06,Credit Card,No,Hawkins,Contura,50,3.5,Yes,20,Battery drains fast,NEGATIVE,0.9910193085670471,NEGATIVE,0.7297149896621704
PRD23838,Smartphone,Samsung,Galaxy S23 Ultra,Electronics,461.78,395.88,No,4.7,Usability issue,e377d5c1-16d1-4bd9-8b8c-37a63d5bd96c,37,Male,Fordhaven,2024-04-25,UPI,No,Xiaomi,Redmi Note 12,60,4.5,No,10,Usability issue,NEGATIVE,0.8492327928543091,NEGATIVE,0.8492327928543091
PRD35980,Jeans,Levi's,512 Slim Taper,Electronics,406.02,359.01,No,3.5,Low quality,5729d6eb-ad71-419a-8d56-dd87f4c64133,26,Male,Davidton,2024-04-25,UPI,Yes,Diesel,D-STRUKT,60,3.1,Yes,20,Damaged item,NEGATIVE,0.9997710585594177,NEGATIVE,0.9996194839477539
PRD22918,Smartphone,Sony,Xperia 5 V,Electronics,366.81,302.43,No,4.4,Usability issue,2a672c0a-4c65-4e9b-a8d1-6717d268e4ac,45,Female,Davisland,2024-09-05,Credit Card,No,Xiaomi,13 Pro,520,4.4,No,30,Durable product,NEGATIVE,0.8492327928543091,POSITIVE,0.9998296499252319
PRD26464,T-Shirt,Levi's,Graphic Set-In Neck Tee,Clothing,157.79,133.85,No,4.2,Value for money (positive),3df78a25-0f4d-493b-aba3-964ba7c30789,29,Male,West Jessica,2024-08-04,UPI,No,Puma,Essentials Tee,60,4.4,Yes,10,Satisfied customer,POSITIVE,0.9998134970664978,POSITIVE,0.9997509121894836
PRD29357,Jacket,Levi's,Original Trucker Jacket,Clothing,478.56,413.84,No,4.0,Value for money (positive),e486fc45-91c9-4fbe-847c-519044a1a914,41,Female,Lake Jo,2024-10-18,Credit Card,No,Nike,Club Fleece,50,3.5,No,30,Durable product,POSITIVE,0.9998134970664978,POSITIVE,0.9998296499252319
PRD12946,Lipstick,Nivea,Nivea Care & Color,Beauty,55.35,44.86,No,3.9,Battery drains fast,4cc88779-bd15-4364-a687-33b9ad2dad2c,43,Other,Gomezland,2024-12-26,Debit Card,No,L'Oreal,Color Riche,50,3.6,Yes,10,Heating problem,NEGATIVE,0.7297149896621704,NEGATIVE,0.9961709380149841
PRD09114,Laptop,Apple,MacBook Air M2,Electronics,536.67,467.16,Yes,3.8,Damaged item,84a3c204-6b52-406e-8084-70b494760d61,48,Female,Youngborough,2024-03-28,Debit Card,Yes,Acer,Swift 3,350,3.7,No,40,Durable product,NEGATIVE,0.9996194839477539,POSITIVE,0.9998296499252319
PRD23826,Sofa Cover,Whirlpool,Whirlpool Cotton Sofa Slipcover,Electronics,21.39,17.45,No,3.5,Durable product,d4ebbb9b-19eb-4c94-b4ad-0ede96ec4992,43,Male,New Williamberg,2024-11-03,UPI,No,Home Centre,Elastic Fit Cover,60,4.1,Yes,20,Packaging issue,POSITIVE,0.9998296499252319,NEGATIVE,0.9910193085670471
PRD20187,Headphones,Sony,WH-1000XM4,Electronics,333.51,301.62,No,4.1,Durable product,94cd2c74-3717-41c0-a7bf-9a336f103f28,32,Male,Berryshire,2024-10-09,Debit Card,No,Sennheiser,Momentum 4,450,3.6,No,30,Durable product,POSITIVE,0.9998296499252319,POSITIVE,0.9998296499252319
PRD36620,Sofa Cover,Ikea,EKTORP Sofa Cover,Electronics,555.38,458.85,No,3.0,Durable product,3f1257e0-8421-4456-9055-7ba1e6648c23,48,Other,West Joseph,2024-10-01,Debit Card,No,Wayfair Basics,Microfiber Slipcover,60,3.5,No,10,Damaged item,POSITIVE,0.9998296499252319,NEGATIVE,0.9996194839477539
PRD10762,Dress,Adidas,Adidas Sportswear Dress,Electronics,204.4,193.77,Yes,4.5,Battery drains fast,25ea95c3-7a55-4013-9eb5-9740563b92f0,46,Female,North Anita,2024-03-17,UPI,No,H&M,Smocked Dress,90,2.9,Yes,42,Durable product,NEGATIVE,0.7297149896621704,POSITIVE,0.9998296499252319
PRD12947,Smartphone,Samsung,Galaxy A54,Electronics,439.85,359.35,No,4.6,Low quality,2ebd4eb7-e4ff-4684-a149-895e6325188b,57,Male,West Christopher,2024-08-22,Cash on Delivery,Yes,OnePlus,10T,70,4.1,Yes,20,Usability issue,NEGATIVE,0.9997710585594177,NEGATIVE,0.8492327928543091
PRD49638,Curtains,Whirlpool,Whirlpool Blackout Curtain Set,Electronics,85.58,78.69,No,4.1,Damaged item,874b313e-8c4a-441f-84c9-2117172e06e4,22,Male,Danielbury,2024-12-26,Credit Card,Yes,Dunelm,Blackout Eyelet,50,3.0,No,20,Packaging issue,NEGATIVE,0.9996194839477539,NEGATIVE,0.9910193085670471
PRD29286,Shampoo,Nivea,Anti-Dandruff Power,Beauty,377.41,359.31,No,4.4,Slow delivery,26315fa2-2532-450e-96c6-5cdcc34301ff,39,Female,Maddenfort,2025-02-03,UPI,Yes,Head & Shoulders,Smooth & Silky,70,3.8,Yes,30,Satisfied customer,NEGATIVE,0.9997106194496155,POSITIVE,0.9997509121894836
PRD25337,Cookware,Ikea,SENSUELL Frying Pan,Electronics,379.98,311.8,No,3.3,Packaging issue,f465f951-6c33-43e8-a300-86bb7006e856,38,Other,Christopherchester,2024-07-07,Debit Card,No,Tefal,Ingenio Set,60,3.9,Yes,30,Battery drains fast,NEGATIVE,0.9910193085670471,NEGATIVE,0.7297149896621704
PRD03548,Cookware,Whirlpool,Whirlpool Ceramic Cook Set,Electronics,66.38,58.55,Yes,3.5,Slow delivery,17b9c32a-a681-46cb-9797-64e716501822,18,Other,Woodview,2024-12-14,Credit Card,Yes,Wonderchef,Caesar Fry Pan,70,3.8,Yes,30,Damaged item,NEGATIVE,0.9997106194496155,NEGATIVE,0.9996194839477539
PRD10649,Laptop,Apple,MacBook Pro 16,Electronics,288.12,252.46,No,4.3,Heating problem,68042c94-8ce5-4a7f-9ef3-22d826fac18e,33,Female,Jasmineland,2025-01-15,Credit Card,No,HP,Pavilion 15,400,4.2,No,35,Heating problem,NEGATIVE,0.9961709380149841,NEGATIVE,0.9961709380149841
PRD27219,Lipstick,Dove,Dove Velvet Liquid Lipcolor,Beauty,187.08,152.72,No,4.3,Battery drains fast,48a41417-05be-4ca0-ba90-9bdb01a2b772,42,Male,Lake Dustin,2024-03-31,Debit Card,Yes,Revlon,Ultra HD Matte,120,4.2,No,30,Packaging issue,NEGATIVE,0.7297149896621704,NEGATIVE,0.9910193085670471
PRD20832,Lipstick,Dove,Dove Cream Satin Lipstick,Beauty,528.05,492.06,No,3.5,Slow delivery,899e5650-996b-4bd1-9215-e6cafd6c46f1,33,Other,Nguyenside,2025-01-18,Credit Card,No,L'Oreal,Color Riche,130,3.8,No,30,Usability issue,NEGATIVE,0.9997106194496155,NEGATIVE,0.8492327928543091
PRD29280,Jeans,Puma,Puma Tapered Fit Jeans,Electronics,445.16,362.99,No,4.4,Heating problem,594d99b0-7cc5-4118-b16f-1e25b755a58a,47,Female,East Haleytown,2024-12-28,UPI,Yes,Wrangler,Texas,50,4.1,No,20,Usability issue,NEGATIVE,0.9961709380149841,NEGATIVE,0.8492327928543091
PRD21667,Jeans,Puma,Puma Straight Fit Jeans,Electronics,107.44,86.96,Yes,4.4,Heating problem,176e7369-e983-4ac4-8746-2b0d3446d83c,21,Male,East Antonio,2024-10-09,Credit Card,No,Levi's,501 Original,70,3.8,Yes,20,Heating problem,NEGATIVE,0.9961709380149841,NEGATIVE,0.9961709380149841
PRD33798,Lipstick,L'Oreal,Color Riche Matte,Beauty,94.42,76.55,Yes,4.1,Satisfied customer,d528f5ca-0b8c-45d0-80a2-4ee0851d0122,58,Other,North Matthewchester,2024-07-06,Debit Card,No,Maybelline,SuperStay Matte Ink,50,4.2,Yes,10,Heating problem,POSITIVE,0.9997509121894836,NEGATIVE,0.9961709380149841
PRD13540,Smartphone,Apple,iPhone 15 Pro,Electronics,106.57,100.99,Yes,4.3,Value for money (positive),a02ce01b-737b-4a47-93db-925129db0e82,41,Male,Davisfort,2024-04-30,UPI,No,Xiaomi,Redmi Note 12,400,3.8,Yes,40,Battery drains fast,POSITIVE,0.9998134970664978,NEGATIVE,0.7297149896621704
PRD24197,Smartwatch,Sony,SmartWatch 3,Electronics,33.53,31.27,Yes,4.3,Heating problem,a403956c-c2df-40e1-97d8-7e1456d67adb,30,Female,Morenomouth,2024-08-20,Debit Card,Yes,Amazfit,GTR 4,500,3.2,No,25,Usability issue,NEGATIVE,0.9961709380149841,NEGATIVE,0.8492327928543091
PRD20756,Face Cream,Sephora,Sephora All Day Hydrator,Beauty,175.46,145.55,No,3.5,Satisfied customer,6b1d4523-5869-43d3-bc0b-37c9467dfe65,57,Other,Valentineton,2024-11-04,Cash on Delivery,Yes,Nivea,Soft,70,4.0,Yes,20,Low quality,POSITIVE,0.9997509121894836,NEGATIVE,0.9997710585594177
PRD13316,Face Cream,Nivea,Q10 Power,Beauty,512.7,469.36,Yes,4.3,Packaging issue,79be5169-4352-4e8c-9ae6-cf662f8cc3d0,44,Male,Port Megan,2024-04-17,UPI,Yes,Olay,Regenerist,70,4.2,Yes,20,Durable product,NEGATIVE,0.9910193085670471,POSITIVE,0.9998296499252319
PRD11807,Dress,Adidas,Adidas Originals 3-Stripes Dress,Electronics,62.23,56.88,No,4.5,Satisfied customer,bad12b88-d547-4330-97e4-0ed57563db98,23,Male,Woodmouth,2024-11-10,Credit Card,No,Nike,Tech Fleece Dress,80,4.2,Yes,40,Packaging issue,POSITIVE,0.9997509121894836,NEGATIVE,0.9910193085670471
PRD21168,Laptop,Samsung,Galaxy Book3 Pro,Electronics,506.99,423.83,No,4.6,Packaging issue,cc4c2ad0-e62d-4a5d-8a37-2422f53b6f11,33,Female,North Dwayne,2024-11-12,UPI,Yes,HP,Envy 13,60,4.7,Yes,10,Damaged item,NEGATIVE,0.9910193085670471,NEGATIVE,0.9996194839477539
PRD32802,Smartphone,LG,LG Edge 5,Electronics,367.51,337.4,Yes,4.7,Slow delivery,8044d28a-1082-4ad6-a80c-ce8859ccd625,56,Female,East Elizabethtown,2024-10-30,Cash on Delivery,No,Samsung,Galaxy A54,60,4.6,Yes,30,Slow delivery,NEGATIVE,0.9997106194496155,NEGATIVE,0.9997106194496155
PRD20293,Lamp,Ikea,HEKTAR Floor Lamp,Electronics,64.88,54.37,No,3.1,Packaging issue,b7b8b6c9-4eb4-4a1c-aa38-2ba3b9bab8af,26,Male,South Anthonymouth,2024-10-31,Credit Card,Yes,Panasonic,Desk Lamp SQ-LD221,60,4.2,No,10,Damaged item,NEGATIVE,0.9910193085670471,NEGATIVE,0.9996194839477539
PRD36205,Curtains,Whirlpool,Whirlpool Blackout Curtain Set,Electronics,473.67,380.84,Yes,4.1,Satisfied customer,dd9363e3-077d-4e9b-b017-f539a53d1201,19,Male,New Theresaview,2024-07-14,Cash on Delivery,No,Target,Room Darkening,50,3.0,No,10,Slow delivery,POSITIVE,0.9997509121894836,NEGATIVE,0.9997106194496155
PRD10610,Shampoo,Dove,Intense Repair,Beauty,210.18,174.31,No,4.4,Value for money (positive),e590acc7-ad80-415c-a094-0a070b19ea79,24,Other,Vanessaland,2024-07-02,Debit Card,No,Pantene,Total Damage Care,120,4.3,Yes,40,Durable product,POSITIVE,0.9998134970664978,POSITIVE,0.9998296499252319
PRD12784,Jeans,Nike,Nike Denim Relaxed,Electronics,534.11,479.28,No,4.2,Slow delivery,6973ea9a-82a1-4c5b-b374-5bd68d736d50,45,Other,Port Wandaburgh,2024-11-03,UPI,Yes,Tommy Jeans,Ryan,50,3.8,No,30,Low quality,NEGATIVE,0.9997106194496155,NEGATIVE,0.9997710585594177
PRD15567,Jacket,Puma,RTG Training Jacket,Clothing,378.17,336.75,Yes,4.5,Packaging issue,3768d39b-3b19-429c-8822-e817de239d91,20,Male,Stevenberg,2024-06-03,Cash on Delivery,No,Adidas,Varilite Down,60,4.6,Yes,30,Heating problem,NEGATIVE,0.9910193085670471,NEGATIVE,0.9961709380149841
PRD36996,Lipstick,Nivea,Nivea Fruity Shine Lip Balm,Beauty,96.03,83.83,No,3.9,Value for money (positive),f55b4953-5676-45f0-8d70-71a6dfd4419a,21,Other,West Heather,2024-07-28,Credit Card,Yes,MAC,Powder Kiss,70,3.5,No,10,Satisfied customer,POSITIVE,0.9998134970664978,POSITIVE,0.9997509121894836
PRD24502,T-Shirt,Levi's,Classic Logo Tee,Clothing,272.58,220.53,No,3.6,Satisfied customer,68adcba9-a997-4759-af89-43b552a09f32,23,Other,Tylerchester,2024-11-18,UPI,Yes,Reebok,Classic Tee,70,4.2,No,30,Damaged item,POSITIVE,0.9997509121894836,NEGATIVE,0.9996194839477539
PRD27952,Shampoo,Nivea,2-in-1 Care Express,Beauty,229.87,191.69,Yes,4.1,Low quality,9fb58cf3-0415-4ba7-af0c-49162ab6b30d,23,Other,Millerburgh,2024-11-11,Debit Card,No,L'Oreal,Elvive,70,4.0,Yes,30,Durable product,NEGATIVE,0.9997710585594177,POSITIVE,0.9998296499252319
PRD12125,Dress,Adidas,Adidas Originals 3-Stripes Dress,Electronics,426.65,378.39,Yes,4.5,Damaged item,3384a226-0b51-44a2-b7c9-929c965c8a5e,35,Female,Port John,2024-09-07,Debit Card,Yes,H&M,Smocked Dress,80,4.2,No,45,Slow delivery,NEGATIVE,0.9996194839477539,NEGATIVE,0.9997106194496155
PRD16887,Cookware,Ikea,OUMBÄRLIG Pot Set,Electronics,113.33,99.1,No,3.5,Value for money (positive),485c08ee-83dd-46fb-9746-f857a79e8d1d,25,Male,Woodberg,2024-09-29,Debit Card,Yes,Tefal,Ingenio Set,60,3.1,Yes,30,Satisfied customer,POSITIVE,0.9998134970664978,POSITIVE,0.9997509121894836
PRD13498,Curtains,Whirlpool,Whirlpool Sheer Curtain Pair,Electronics,338.07,285.45,Yes,3.9,Durable product,44ee67b5-4ca9-4a20-9037-7ad2175208fa,18,Female,Travisside,2024-10-15,Debit Card,No,Ikea,HILJA,50,3.4,No,30,Satisfied customer,POSITIVE,0.9998296499252319,POSITIVE,0.9997509121894836
PRD04011,Curtains,Whirlpool,Whirlpool Thermal Curtain Set,Electronics,289.47,246.45,No,3.4,Heating problem,d2ff13a3-53cb-40e8-836b-4fb5a81debe3,50,Male,Ericksonhaven,2024-05-11,Credit Card,Yes,Pottery Barn,Belgian Flax Linen,50,3.0,No,10,Packaging issue,NEGATIVE,0.9961709380149841,NEGATIVE,0.9910193085670471
PRD15806,T-Shirt,Nike,Pro Dri-FIT Tee,Clothing,307.68,291.4,No,4.4,Low quality,a792bda2-4bd8-4a73-9681-7a012dcaf0ad,19,Female,Jessicafort,2024-07-17,Debit Card,No,Under Armour,Iso-Chill Tee,60,4.0,No,30,Slow delivery,NEGATIVE,0.9997710585594177,NEGATIVE,0.9997106194496155
PRD07497,Smartwatch,Samsung,Galaxy Watch5 Pro,Electronics,139.7,128.49,Yes,4.4,Battery drains fast,d19af60a-3d45-40f0-b4f5-6bbd25f9fa36,18,Other,Johnmouth,2024-11-08,Cash on Delivery,No,Garmin,Venu 2,70,3.0,No,20,Value for money (positive),NEGATIVE,0.7297149896621704,POSITIVE,0.9998134970664978
PRD41525,Smartphone,Apple,iPhone SE (3rd gen),Electronics,422.15,376.29,No,4.7,Heating problem,4de99b39-8de4-4778-94f7-798dc9dd6436,40,Male,Port Luismouth,2024-03-21,Credit Card,Yes,Samsung,Galaxy S23,280,4.1,No,45,Durable product,NEGATIVE,0.9961709380149841,POSITIVE,0.9998296499252319
PRD15481,Perfume,Sephora,Sephora Body Mist Blossom,Beauty,531.89,493.45,Yes,3.9,Packaging issue,28e09ea5-8ccc-4288-be88-b5c919bc9d5f,60,Female,Port Jamie,2024-05-06,Credit Card,No,MarketBrand,Perfume Pro Series,50,4.5,No,10,Heating problem,NEGATIVE,0.9910193085670471,NEGATIVE,0.9961709380149841
PRD45669,Smartwatch,Apple,Apple Watch Ultra,Electronics,400.9,380.4,Yes,4.0,Durable product,7d1e2dc6-8cee-4a58-a3bd-d331227733b8,59,Other,Thorntontown,2024-12-23,Cash on Delivery,Yes,Garmin,Fenix 7,400,3.9,Yes,45,Durable product,POSITIVE,0.9998296499252319,POSITIVE,0.9998296499252319
