Product_ID,Product_Name,Brand,Model,Category,Market_Price,Purchase_Amount,Discount_Applied,Rating,Feedback,Customer_ID,Age,Gender,City,Purchase_Date,Payment_Method,Repeat_Customer,Competitor_Name,Competitor_Model,Competitor_Price,Competitor_Rating,Promotion_Competitor,Market_Share,Competitor_Feedback,Name_Brand_Model_Match,Category_Match,Fixed_Category
PRD25963,Lamp,Whirlpool,Whirlpool LED Bulb 9W,Electronics,153.99,153.99,No,3.8,Battery drains fast,e071f723-9c64-4c02-a343-37d629caf7d0,40,Male,New Deniseville,2023-08-01,Credit Card,Yes,Philips,Hue Go,70,3.1,Yes,20,Packaging issue,True,False,Electronics
PRD26255,Headphones,Ge,AirPods (3rd gen),Electronics,427.69,427.69,No,4.6,Durable product,d054f13f-067a-4e85-aecc-dbd43ec37db5,46,Female,New Jasmine,2023-02-09,Credit Card,No,Philips,PH805,280,3.2,No,35,Packaging issue,True,True,Electronics
PRD44637,Sofa Cover,LG,KIVIK Cover,Electronics,589.22,483.46,Yes,3.9,Damaged item,033a073f-ff47-4763-80ca-658ce5f63b8d,55,Female,Port Davidfurt,2024-08-18,Debit Card,No,H&M Home,Linen Blend Cover,50,4.2,Yes,20,Battery drains fast,False,False,Home
PRD49833,Face Cream,L'Oreal,Revitalift Day Cream,Beauty,174.05,151.86,Yes,3.8,Battery drains fast,b1ad66fb-757b-46b7-b4e3-fa72d421af9b,19,Female,East Katherineville,2024-10-24,Cash on Delivery,No,Nivea,Soft,50,3.9,Yes,20,Battery drains fast,False,True,Beauty
PRD34311,Shampoo,Dove,Daily Shine,Beauty,483.56,384.28,Yes,4.5,Slow delivery,d3f5689a-d404-4f91-9ec5-4b641d023af1,37,Female,Longchester,2024-12-19,Cash on Delivery,No,Pantene,Pro-V,130,4.4,Yes,40,Satisfied customer,False,True,Beauty
PRD24937,Shampoo,Dove,Hair Fall Rescue,Beauty,193.24,150.34,Yes,4.4,Packaging issue,3950aff2-3188-46e1-a175-f54097049f92,21,Male,Port Lisa,2023-08-05,Credit Card,No,Pantene,Pro-V,110,4.1,Yes,35,Satisfied customer,False,True,Beauty
PRD27350,Lipstick,Dove,Dove Matte Longwear Lipstick,Electronics,354.97,268.71,Yes,4.3,Packaging issue,7950247d-338f-46ee-8169-6eb46a86d78f,46,Male,Wrightmouth,2023-09-06,Cash on Delivery,Yes,Maybelline,SuperStay Matte Ink,130,3.5,Yes,35,Slow delivery,True,False,Electronics
PRD09196,Shampoo,Pantene,2-in-1 Care Express,Beauty,353.65,276.65,Yes,4.3,Battery drains fast,a725d691-dc92-44e0-b8f8-fdf51a64b5de,47,Female,Blevinsfurt,2025-03-12,Credit Card,No,Head & Shoulders,Smooth & Silky,60,4.3,No,10,Battery drains fast,False,True,Beauty
PRD42332,Curtains,Whirlpool,Whirlpool Blackout Curtain Set,Electronics,309.8,309.8,No,3.1,Slow delivery,859765ca-4ced-4849-ac7c-6cb135ee7573,41,Female,East Ralph,2024-03-27,Credit Card,No,Pottery Barn,Belgian Flax Linen,60,3.5,No,20,Low quality,True,True,Electronics
PRD26691,Smartwatch,Samsung,Galaxy Watch5 Pro,Electronics,136.87,103.06,Yes,4.2,Slow delivery,43cb5ee0-87ef-4bd7-9324-66a1ecd8330a,27,Female,East Leroymouth,2025-04-12,Credit Card,Yes,Garmin,Venu 2,60,3.5,No,10,Slow delivery,False,True,Electronics
PRD12657,Sofa Cover,Philips,Philips Premium Sofa Protector,Electronics,469.73,469.73,No,3.4,Satisfied customer,f342be17-843e-4b3f-84a9-6817756e219c,33,Female,Lindaview,2024-08-29,Cash on Delivery,No,SureFit,Deluxe Sofa Slipcover,50,3.5,Yes,20,Heating problem,True,False,Home
PRD25051,Cookware,LG,OUMBÄRLIG Pot Set,Electronics,539.39,539.39,No,3.3,Battery drains fast,23e8b61d-2903-462f-a80b-b9a2b71ae61a,27,Female,Port Elizabeth,2024-10-26,Cash on Delivery,No,Tefal,Natura Fry Pan,50,3.2,Yes,20,Packaging issue,False,False,Electronics
PRD30381,Lipstick,Dove,Color Riche Shine,Beauty,538.09,444.58,Yes,3.4,Durable product,c3693ff8-8682-4cda-8c3c-c3b9d585d1ab,44,Female,Roseshire,2024-06-30,Credit Card,Yes,Sephora,Cream Lip Stain,50,3.9,No,10,Slow delivery,False,False,Beauty
PRD05856,Lipstick,Sephora,Sephora Collection Cream Lip Stain,Beauty,192.13,176.76,Yes,4.3,Low quality,2ec0ba84-33f6-443a-93d7-54c988c4cba1,23,Male,Lake Johnny,2023-03-07,Credit Card,Yes,MAC,Powder Kiss,60,4.1,Yes,10,Usability issue,True,True,Beauty
PRD27401,Smartwatch,Huawei,Wena 3,Electronics,459.9,380.76,Yes,4.6,Battery drains fast,b725c11e-1bf2-4ea1-8fff-2b45712489bc,34,Female,Joshuamouth,2023-10-11,Cash on Delivery,No,Samsung,Watch5 Pro,520,4.1,Yes,30,Damaged item,False,True,Electronics
PRD49020,Perfume,L'Oreal,L'Oreal Eau de Parfum Classic,Beauty,536.77,481.97,Yes,3.9,Satisfied customer,d716e62f-e61c-4fcc-ad44-96b9fa15093b,25,Male,North Omarshire,2023-07-28,Credit Card,No,MarketBrand,Perfume Pro Series,70,3.8,No,20,Low quality,True,True,Beauty
PRD13169,Face Cream,Dove,Dove Moisturizing Cream,Beauty,23.53,18.74,Yes,4.1,Damaged item,d6a9e477-6f1d-4ed1-9071-d99b8293d239,58,Male,West Christopher,2022-10-26,Cash on Delivery,No,Nivea,Q10 Power,110,3.5,No,35,Packaging issue,True,True,Beauty
PRD33621,Dress,Levi's,Levi's Denim Dress,Electronics,287.29,287.29,No,3.2,Slow delivery,4b572049-9253-47a8-83de-2ef6087b7074,24,Male,South Juliafurt,2024-07-08,Credit Card,No,Nike,Tech Fleece Dress,50,4.1,No,10,Durable product,True,False,Clothing
PRD14487,Jeans,Puma,Puma Straight Fit Jeans,Electronics,95.41,75.47,Yes,4.0,Heating problem,02f5f26f-ccf3-406e-a8ba-328610e9d2bb,49,Male,Lake David,2023-04-24,Debit Card,Yes,Wrangler,Greensboro,60,3.6,Yes,20,Usability issue,True,False,Clothing
PRD31895,Perfume,Sephora,Sephora Body Mist Blossom,Beauty,85.92,85.92,No,3.7,Damaged item,c113f087-b52c-4fd4-a520-b8a1c260222e,33,Male,Greenberg,2024-06-18,Credit Card,No,MarketBrand,Perfume Pro Series,60,3.9,Yes,30,Usability issue,True,True,Beauty
PRD26761,T-Shirt,Adidas,Adidas Originals Trefoil Tee,Clothing,109.58,82.27,Yes,4.3,Damaged item,3968fea5-c1e9-473e-b7d4-ce8202ea387b,37,Male,East Michael,2025-04-08,Debit Card,No,Nike,Legend Tee,80,3.9,Yes,45,Slow delivery,True,True,Clothing
PRD10937,Laptop,HP,Galaxy Book3 Pro,Electronics,52.62,48.29,Yes,4.5,Low quality,5754e91d-ab41-4bac-acd9-1c8140ba11ca,28,Male,New Jose,2024-09-01,Credit Card,Yes,Dell,XPS 13,60,4.1,Yes,30,Heating problem,False,True,Electronics
PRD25911,Smartphone,Ge,iPhone SE (3rd gen),Electronics,268.15,195.89,Yes,3.9,Slow delivery,35073ddf-9c89-4b36-a79b-390b21c10fd9,32,Female,Davidtown,2022-11-03,Credit Card,Yes,Google,Pixel 7,400,3.3,Yes,35,Damaged item,True,True,Electronics
PRD42173,Lamp,Whirlpool,Whirlpool LED Bulb 9W,Electronics,142.7,112.6,Yes,3.3,Damaged item,bfea22c1-7415-44c6-b12c-cc1eb3838008,46,Female,New Christy,2023-07-31,Credit Card,Yes,Ikea,RANARP,50,3.7,No,20,Slow delivery,True,False,Electronics
PRD32673,Laptop,HP,MacBook Pro 14,Electronics,196.82,154.22,Yes,4.2,Damaged item,5e046f3c-08c6-4934-933d-a786156f9840,29,Female,Fischerburgh,2025-03-18,Debit Card,No,Asus,ROG Strix G16,350,4.0,Yes,40,Satisfied customer,False,True,Electronics
PRD38809,Laptop,HP,Galaxy Book3 Pro,Electronics,513.6,366.66,Yes,4.6,Battery drains fast,fb66be5e-f127-4c1e-9891-b5569783fae4,57,Female,Leahmouth,2024-12-24,Debit Card,No,Lenovo,Yoga 7i,60,4.1,No,30,Usability issue,False,True,Electronics
PRD21450,Sofa Cover,Philips,Philips Premium Sofa Protector,Electronics,53.87,47.19,Yes,3.6,Heating problem,751bfacb-c727-4246-8ea0-534dfafcff40,44,Female,Beanbury,2023-01-30,Debit Card,Yes,SureFit,Deluxe Sofa Slipcover,50,3.6,No,30,Slow delivery,True,False,Home
PRD12893,Lamp,LG,HEKTAR Floor Lamp,Electronics,430.15,430.15,No,3.6,Slow delivery,0bd820e9-e91c-407b-81f7-1b098e601971,23,Male,Port Samantha,2023-01-08,Credit Card,Yes,Xiaomi,Mi LED Desk Lamp 1S,70,4.2,Yes,30,Durable product,True,False,Electronics
PRD40011,Lamp,Whirlpool,Whirlpool LED Bulb 9W,Electronics,509.27,509.27,No,3.5,Heating problem,d0669b7d-4d4c-4a51-b791-5904fb628ca6,47,Male,Lawrenceburgh,2022-12-25,Credit Card,Yes,Ikea,RANARP,70,4.1,Yes,10,Heating problem,True,False,Electronics
PRD26055,Cookware,LG,Ceramic Pro Cookware,Electronics,389.23,389.23,No,4.6,Slow delivery,8dfc31bd-a691-4905-890c-a8f216dda4b1,44,Male,Lake Alexandraton,2025-05-12,Debit Card,Yes,Philips,Viva Airfryer,50,3.6,No,20,Durable product,True,False,Electronics
PRD47814,Jeans,Puma,Puma Slim Fit Jeans,Electronics,572.44,572.44,No,3.9,Heating problem,0aca2b7d-e13f-4c95-a130-0997fe1a6b29,44,Male,East Clifford,2023-10-18,Cash on Delivery,No,Wrangler,Greensboro,70,3.4,No,20,Heating problem,True,False,Clothing
PRD35581,Perfume,Garnier,Purely Pampering Body Mist,Clothing,519.14,519.14,No,4.0,Usability issue,eeb07310-72ed-4727-a4a7-9a172fab74fb,51,Male,Fletcherside,2022-09-07,Credit Card,Yes,MarketBrand,Perfume Pro Series,110,3.6,No,40,Damaged item,False,False,Beauty
PRD00318,Smartphone,Realme,Xperia 1 V,Beauty,317.29,317.29,No,4.4,Battery drains fast,f00aed40-404f-4fb2-bd0c-b1544e812de8,47,Female,North Matthewhaven,2025-05-27,Cash on Delivery,Yes,Samsung,Galaxy A54,500,4.0,Yes,30,Battery drains fast,False,False,Electronics
PRD31248,Face Cream,Sephora,Sephora All Day Hydrator,Beauty,535.87,535.87,No,4.1,Slow delivery,3700a0f3-9122-4c70-9f24-e9721c975ff4,44,Male,Stephaniehaven,2023-08-05,Cash on Delivery,No,L'Oreal,Age Perfect,50,4.5,Yes,10,Packaging issue,True,True,Beauty
PRD10709,Sofa Cover,LG,CozyFit Sofa Cover,Electronics,486.06,486.06,No,3.8,Packaging issue,f7a56169-4978-4a7a-baa3-d0a5574894a9,47,Male,Brennanberg,2024-12-06,Debit Card,Yes,Wayfair Basics,Stretch Sofa Protector,50,3.9,No,10,Durable product,True,False,Home
PRD43463,Smartphone,LG,LG Note Plus 12,Electronics,95.63,90.66,Yes,4.1,Slow delivery,27b1999b-6573-4d04-8f29-111bafcf9016,60,Male,Vickieberg,2024-03-04,Cash on Delivery,No,Xiaomi,Poco F5,50,4.3,No,30,Usability issue,True,True,Electronics
PRD23241,Headphones,Motorola,Galaxy Buds FE,Electronics,292.17,249.85,Yes,3.9,Usability issue,b0ad0684-01d7-4f97-b40b-b8470e7ffff8,38,Male,West Michaelstad,2024-05-11,Cash on Delivery,Yes,Apple,AirPods Pro (2nd),60,3.9,No,10,Durable product,False,True,Electronics
PRD04565,Jeans,Puma,Puma Tapered Fit Jeans,Electronics,325.79,237.68,Yes,4.5,Damaged item,3607f2b1-69c1-457f-9085-42a38da60343,22,Male,South Jonathan,2023-06-19,Cash on Delivery,No,Lee,Daren,50,3.9,Yes,20,Slow delivery,True,False,Clothing
PRD25717,Laptop,Sony,Sony Lightbook 13,Electronics,505.18,505.18,No,3.9,Battery drains fast,98ab54c8-9b94-4e84-aa77-5765e74af9eb,34,Female,Gordonfort,2025-08-11,Debit Card,No,Acer,Predator Helios,500,3.8,Yes,20,Satisfied customer,True,True,Electronics
PRD41057,Cookware,Adidas,OUMBÄRLIG Pot Set,Clothing,558.2,513.36,Yes,3.4,Usability issue,67e1ae05-c486-43c5-a482-d5946bf10dcb,57,Male,West Thomasland,2024-05-09,Debit Card,Yes,Wonderchef,Granite Cook Set,50,3.1,Yes,20,Damaged item,False,False,Clothing
PRD12427,T-Shirt,Levi's,Better Cotton Tee,Clothing,36.34,36.34,No,3.6,Usability issue,76c8797d-6f91-449e-b9aa-e325b85315dc,49,Male,Lake Michael,2023-03-22,Debit Card,No,Nike,Legend Tee,50,4.6,Yes,30,Packaging issue,False,True,Clothing
PRD31143,Smartphone,LG,LG Series X1,Electronics,101.36,81.86,Yes,3.9,Heating problem,a6cd5f73-1a1a-4e8e-94f8-86a7dcd4131a,18,Female,Washingtonberg,2022-12-17,Debit Card,No,Xiaomi,Redmi Note 12,60,4.1,Yes,10,Slow delivery,True,True,Electronics
PRD25507,Lipstick,Dove,Color Riche Matte,Beauty,15.51,13.08,Yes,4.5,Low quality,fc88edc0-80ba-4050-94f8-1799279245af,47,Male,Port Jennifer,2023-02-06,Cash on Delivery,No,Sephora,Cream Lip Stain,50,4.5,Yes,30,Battery drains fast,False,False,Beauty
PRD01913,Lipstick,Nivea,Nivea Care & Color,Beauty,534.56,534.56,No,4.1,Packaging issue,b2d72b11-2208-4d83-98a5-9f18b2a67c10,43,Female,Lake Ericaberg,2023-04-29,Debit Card,No,Maybelline,SuperStay Matte Ink,70,3.6,No,30,Usability issue,True,False,Beauty
PRD43161,Curtains,Whirlpool,Whirlpool Sheer Curtain Pair,Electronics,176.62,142.15,Yes,3.4,Durable product,6f408565-944e-466d-8297-3e4b99e3ef51,27,Female,East Danielport,2025-06-22,Credit Card,No,Target,Sheer Voile,60,3.0,Yes,20,Damaged item,True,True,Electronics
PRD49425,Perfume,L'Oreal,Purely Pampering Body Mist,Beauty,112.48,112.48,No,3.4,Battery drains fast,e5722dd8-385d-419b-8e02-077b90c4332f,31,Female,West Maryfort,2022-11-13,Debit Card,Yes,MarketBrand,Perfume Pro Series,130,3.9,No,30,Low quality,False,True,Beauty
PRD28290,Headphones,LG,LG TONE Free FP9,Electronics,51.59,51.59,No,4.4,Durable product,d22ad08d-146d-416b-aae5-d7a219b0d228,36,Male,South Williamville,2025-08-08,Credit Card,Yes,Sennheiser,HD 450BT,70,4.2,No,20,Value for money (positive),True,True,Electronics
PRD31045,T-Shirt,Adidas,Adidas Originals Trefoil Tee,Clothing,46.53,46.53,No,4.1,Damaged item,82b006f2-d921-45c7-a826-6af84ad3ecc9,41,Male,Port Kayla,2024-02-09,Debit Card,Yes,Nike,Pro Dri-FIT,70,4.4,Yes,42,Battery drains fast,True,True,Clothing
PRD26806,Jacket,Puma,Type III Sherpa Trucker,Clothing,427.18,377.05,Yes,4.2,Usability issue,cee90351-ed33-46e5-a000-04c6fa1326b2,38,Male,East James,2024-05-31,Debit Card,Yes,Adidas,Tiro Track Jacket,60,3.6,Yes,30,Battery drains fast,False,True,Clothing
PRD27001,Headphones,Oppo,WH-1000XM4,Electronics,195.15,195.15,No,4.6,Heating problem,1b7b04f2-bf50-4043-9034-f29364cc0402,20,Female,Lake Angela,2025-08-18,Cash on Delivery,No,JBL,Tune 230NC,500,3.8,No,30,Damaged item,False,True,Electronics
PRD14422,Smartwatch,Fossil,Wena 3,Electronics,410.91,352.38,Yes,3.8,Value for money (positive),25f80e15-c4be-4fc5-ac5f-4a8726f5ccb6,52,Male,Masseymouth,2025-02-23,Cash on Delivery,Yes,Samsung,Galaxy Watch6,450,4.3,Yes,25,Value for money (positive),False,True,Electronics
PRD27111,Shampoo,Sephora,Sephora Moisture Repair Shampoo,Beauty,230.09,191.4,Yes,4.0,Value for money (positive),173606cf-cbca-44aa-a0c5-41246f253ecb,32,Male,Jasminemouth,2022-10-18,Cash on Delivery,No,Pantene,Total Damage Care,70,3.8,Yes,20,Damaged item,True,True,Beauty
PRD15237,Sofa Cover,LG,HomeStyle Stretch Cover,Electronics,33.75,33.75,No,4.1,Slow delivery,5550965c-5241-4b5d-871a-6f71956b3f17,43,Female,Andrewmouth,2024-01-24,Cash on Delivery,No,SureFit,Stretch Sofa Cover,60,3.2,No,20,Packaging issue,False,False,Home
PRD11338,Face Cream,Sephora,Sephora Super Hydrator,Beauty,407.22,309.25,Yes,3.5,Packaging issue,c2e6e454-f7a3-4b5f-9a7e-a18dc42beca5,33,Female,North Matthew,2024-06-20,Debit Card,No,Nivea,Q10 Power,50,4.2,No,10,Heating problem,True,True,Beauty
PRD13183,Cookware,Whirlpool,Whirlpool Ceramic Cook Set,Electronics,341.79,341.79,No,3.0,Damaged item,3f7f39d6-15fd-4db8-b988-1653e1e4838a,60,Male,East Fernando,2025-07-13,Credit Card,No,Prestige,Clip-On Set,50,4.1,Yes,20,Packaging issue,True,False,Electronics
PRD18488,Lipstick,Dove,Dove Velvet Liquid Lipcolor,Beauty,364.84,255.75,Yes,4.0,Satisfied customer,6905dbc7-266b-47e6-869a-6778a142124d,28,Male,Lake Scott,2023-03-05,Debit Card,No,Maybelline,Color Sensational,130,3.5,No,35,Usability issue,True,False,Beauty
PRD09723,Smartphone,Realme,Xperia 1 V,Electronics,94.08,84.66,Yes,4.7,Heating problem,74d5ef17-b494-4c01-bcfb-407b310030a6,42,Female,Connieview,2025-03-10,Debit Card,Yes,Huawei,Nova 11,450,4.3,Yes,25,Satisfied customer,False,True,Electronics
PRD45425,Smartwatch,Huawei,Galaxy Watch6,Beauty,439.94,439.94,No,4.0,Usability issue,6896a236-37f7-422a-a7e9-bde52cdd9ced,44,Female,Port Jessica,2023-12-15,Cash on Delivery,Yes,Amazfit,GTR 4,60,3.8,Yes,20,Battery drains fast,False,False,Electronics
PRD02280,Perfume,L'Oreal,L'Oreal Eau de Cologne Fresh,Beauty,398.85,398.85,No,4.3,Heating problem,893087b5-7b6b-4745-9d2d-55cf72f41184,50,Male,New Andrewtown,2024-03-05,Credit Card,No,MarketBrand,Perfume Pro Series,50,3.7,Yes,30,Slow delivery,True,True,Beauty
PRD35487,Headphones,Samsung,WH-1000XM4,Beauty,42.27,42.27,No,4.0,Usability issue,1945c852-9c16-4b4c-a538-4f5a50f4dbf1,18,Male,North Claudiachester,2024-04-17,Credit Card,Yes,Sennheiser,HD 450BT,500,3.9,No,25,Durable product,False,False,Electronics
PRD19021,T-Shirt,Calvin Klein,Sportswear Club Tee,Clothing,400.51,374.2,Yes,4.5,Battery drains fast,f0a31fb5-5393-4961-b6af-8ec5181f57c2,34,Female,Guerreroborough,2022-10-02,Cash on Delivery,Yes,Puma,Essentials Tee,60,4.1,No,20,Low quality,False,True,Clothing
PRD32800,Lipstick,Sephora,Sephora Rouge Satin,Beauty,75.76,75.76,No,4.0,Battery drains fast,5d8dc764-a3de-4fbe-8983-b0d0a7c31c31,52,Female,Whiteside,2024-12-24,Debit Card,No,L'Oreal,Color Riche,70,3.5,Yes,30,Low quality,True,False,Beauty
PRD22409,Face Cream,Dove,Dove Moisturizing Cream,Beauty,198.32,198.32,No,3.7,Usability issue,6c2e0143-f2b3-41b8-96d4-93c8395344f9,54,Female,Edwardsville,2024-04-03,Debit Card,Yes,Olay,Total Effects,130,4.4,No,40,Damaged item,True,True,Beauty
PRD20664,Face Cream,Dove,Dove Moisturizing Cream,Beauty,534.91,534.91,No,3.9,Usability issue,48d31f3f-ac09-4d07-92fb-42c52287b2ba,45,Male,South James,2023-11-17,Debit Card,Yes,Nivea,Q10 Power,110,3.6,Yes,40,Packaging issue,True,True,Beauty
PRD41086,Jacket,Puma,Windrunner Jacket,Beauty,68.04,48.05,Yes,4.4,Value for money (positive),fbacfef6-1db0-44d5-b5ae-547442e5a282,40,Female,Lake Christy,2023-10-14,Cash on Delivery,Yes,Adidas,Varilite Down,60,3.6,Yes,30,Low quality,True,False,Clothing
PRD31353,Jacket,Puma,Essentials Padded Jacket,Clothing,17.15,17.15,No,4.3,Packaging issue,8883566c-eaa4-41b5-b909-014c46ce3ffa,38,Female,Emilyfort,2022-10-09,Debit Card,No,Levi's,Trucker Jacket,50,3.9,Yes,30,Damaged item,True,True,Clothing
PRD00522,Lamp,Hp,SHP LED Desk Lamp,Electronics,281.2,281.2,No,3.9,Packaging issue,6d05f29a-b4aa-401e-b5e5-3b08008454ff,28,Male,Charlesside,2025-06-10,Credit Card,No,Panasonic,Desk Lamp SQ-LD221,50,3.8,No,10,Value for money (positive),True,False,Electronics
PRD19530,Cookware,LG,OUMBÄRLIG Pot Set,Electronics,72.39,72.39,No,3.1,Satisfied customer,61498686-b2ae-4a2e-b5c1-e2fa5031736c,20,Male,South Anthonychester,2024-01-23,Cash on Delivery,No,Philips,Viva Airfryer,60,3.4,Yes,10,Heating problem,False,False,Electronics
PRD19415,Jacket,Nike,Windrunner Jacket,Clothing,403.64,347.92,Yes,3.7,Satisfied customer,7ecb8c5d-3f09-45f2-a57b-771885364110,37,Male,East Sharon,2023-07-05,Cash on Delivery,Yes,Levi's,Sherpa Trucker,70,4.5,Yes,20,Usability issue,True,True,Clothing
PRD28629,Headphones,LG,LG TONE Free T90,Electronics,390.88,303.69,Yes,4.1,Durable product,d1d41d3b-7c28-4d53-9225-cc7b53cb0551,46,Male,Graystad,2025-02-03,Credit Card,No,Apple,AirPods Max,70,4.6,Yes,20,Value for money (positive),True,True,Electronics
PRD13193,Cookware,Whirlpool,Whirlpool Ceramic Cook Set,Electronics,430.38,348.62,Yes,3.8,Value for money (positive),64162c76-6648-49e5-8efc-1aba88ef7b28,51,Male,New Matthew,2022-10-14,Cash on Delivery,Yes,Prestige,Clip-On Set,70,4.0,Yes,10,Battery drains fast,True,False,Electronics
PRD29529,Jacket,Nike,Essentials Padded Jacket,Clothing,141.74,141.74,No,3.9,Satisfied customer,95c93c4f-802a-4e22-ae52-9a6da45f0840,46,Female,Martinezmouth,2022-12-05,Cash on Delivery,Yes,Levi's,Sherpa Trucker,70,4.4,Yes,30,Value for money (positive),True,True,Clothing
PRD00735,Face Cream,Dove,Dove Moisturizing Cream,Beauty,512.78,512.78,No,4.5,Value for money (positive),b55b4797-678a-44e9-983f-c4e207b9792c,25,Female,South Neilfurt,2023-11-23,Cash on Delivery,Yes,Nivea,Soft,110,3.5,Yes,30,Low quality,True,True,Beauty
PRD04242,Smartphone,Samsung,Galaxy S23,Electronics,57.11,50.82,Yes,4.5,Usability issue,b6987105-1d7b-4a08-8164-46ff35fe9bfb,21,Female,Larsonberg,2023-09-07,Cash on Delivery,Yes,Google,Pixel 6a,50,3.9,Yes,10,Slow delivery,False,True,Electronics
PRD24207,Perfume,Nivea,Men Cool Kick Deodorant,Beauty,360.2,360.2,No,3.5,Value for money (positive),517fa4cd-b9ab-49ff-8900-022e54992ab1,59,Female,Johnsonside,2023-08-13,Debit Card,No,MarketBrand,Perfume Pro Series,60,3.7,No,10,Usability issue,False,True,Beauty
PRD22244,Smartphone,Apple,iPhone 14,Electronics,424.35,341.51,Yes,4.1,Usability issue,1d0df286-94ef-4ce1-82fc-91743504b560,29,Female,South Louis,2023-07-11,Cash on Delivery,No,Samsung,Galaxy S23,400,4.7,No,45,Slow delivery,False,True,Electronics
PRD40923,Smartphone,Apple,iPhone 13,Electronics,93.91,93.91,No,4.1,Low quality,e1294275-e8d3-4712-bf49-89bcfb4f6f90,18,Male,Wongburgh,2024-11-12,Cash on Delivery,No,Huawei,P60 Pro,350,4.7,Yes,35,Battery drains fast,False,True,Electronics
PRD08226,Lamp,LG,RANARP Work Lamp,Electronics,32.73,26.31,Yes,3.0,Usability issue,0f651003-cb91-4c0a-9770-df8b433dfa6b,23,Male,Kaylabury,2023-11-17,Cash on Delivery,Yes,Xiaomi,Mi LED Desk Lamp 1S,70,4.2,No,10,Heating problem,True,False,Electronics
PRD16954,Cookware,LG,Ceramic Pro Cookware,Electronics,213.85,213.85,No,3.9,Satisfied customer,3eeb5024-5ba7-4b69-a7f1-cb5804c12d19,54,Male,Wellsfurt,2025-07-12,Credit Card,No,Tefal,Ingenio Set,50,3.4,No,30,Satisfied customer,True,False,Electronics
PRD29641,Lamp,Whirlpool,Whirlpool LED Bulb 9W,Electronics,412.6,412.6,No,3.9,Heating problem,6bc7c96d-8713-4002-9617-471283e5b81c,25,Female,Wallacemouth,2024-11-15,Credit Card,No,Philips,Hue Go,50,3.2,No,30,Low quality,True,False,Electronics
PRD19348,Lamp,Dove,FADO Table Lamp,Beauty,284.26,284.26,No,3.9,Heating problem,0eb8d8e1-9fab-43c3-985a-df23ecf9f26b,56,Female,South Kevinland,2024-06-24,Credit Card,Yes,Philips,Hue Go,60,4.1,Yes,30,Damaged item,True,False,Beauty
PRD39482,Laptop,Sony,Sony ProBook 15,Electronics,119.47,119.47,No,4.4,Satisfied customer,035972f3-9778-4c2c-9f43-dd23bf9a6d4d,51,Male,West Denise,2023-03-08,Cash on Delivery,Yes,Lenovo,Yoga 7i,520,4.6,Yes,30,Satisfied customer,True,True,Electronics
PRD24773,Dress,Levi's,Levi's Denim Dress,Electronics,329.07,267.24,Yes,4.1,Low quality,7572058e-007d-4252-a8e6-5e260f4d7ee2,56,Female,Donaldborough,2024-10-20,Credit Card,Yes,Nike,Sportswear Dress,60,3.7,Yes,20,Low quality,True,False,Clothing
PRD16145,Dress,Puma,Puma Classics Dress,Electronics,306.2,306.2,No,3.5,Usability issue,0d10474a-8a73-4644-a53e-37f2b350dc29,26,Male,Hughesview,2024-01-27,Credit Card,Yes,Adidas,3-Stripes Dress,50,3.9,No,30,Low quality,True,False,Clothing
PRD47674,Face Cream,Ge,Age Perfect Night Cream,Beauty,236.97,236.97,No,4.4,Damaged item,b9dcfc41-2791-4336-8603-7fb939e04aee,60,Male,Carterchester,2023-08-01,Credit Card,No,Lakme,Peach Milk,70,3.5,Yes,30,Slow delivery,True,True,Beauty
PRD03030,Sofa Cover,LG,CozyFit Sofa Cover,Electronics,568.04,568.04,No,4.4,Value for money (positive),79b1e65f-c077-4157-ab42-27ce5473f743,44,Female,Beckbury,2025-07-18,Cash on Delivery,No,SureFit,Deluxe Sofa Slipcover,60,3.0,Yes,10,Low quality,True,False,Home
PRD10676,Smartwatch,Garmin,Wena 3,Electronics,320.38,227.44,Yes,4.4,Satisfied customer,62f40018-db3c-4ad0-bcdf-155ee187f4b5,33,Female,Lake Susan,2025-06-11,Debit Card,No,Amazfit,GTR 4,500,3.8,Yes,30,Slow delivery,False,True,Electronics
PRD11961,T-Shirt,Adidas,Sportswear Club Tee,Electronics,462.72,462.72,No,3.7,Battery drains fast,fd2478ea-70b5-49ee-8e3f-07d09de828dd,41,Female,Davistown,2024-02-13,Credit Card,Yes,Under Armour,Tech Tee,70,4.3,No,20,Damaged item,False,False,Clothing
PRD18956,Shampoo,Nivea,2-in-1 Care Express,Beauty,104.48,104.48,No,4.4,Slow delivery,ef7f1086-8035-42fe-a557-985b6942e8c8,23,Female,East Kimberly,2023-12-30,Credit Card,Yes,Head & Shoulders,Smooth & Silky,50,4.0,Yes,20,Usability issue,False,True,Beauty
PRD19963,Curtains,Panasonic,Panasonic Thermal Curtain Set,Electronics,422.12,422.12,No,4.2,Battery drains fast,881d4f67-e71f-4933-a079-e4fae2c7d42c,51,Male,Ochoastad,2025-01-09,Cash on Delivery,Yes,Home Centre,Thermal Curtains,60,3.0,No,20,Battery drains fast,True,True,Electronics
